freq,psd_x,psd_y,psd_z,psd_xyz
109.9,4.140e+03,9.610e+02,1.245e+04,1.755e+04
111.4,5.817e+03,1.019e+03,1.397e+04,2.080e+04
112.9,8.475e+03,1.111e+03,1.702e+04,2.661e+04
114.4,1.140e+04,1.229e+03,2.022e+04,3.285e+04
116.0,1.653e+04,2.032e+03,2.389e+04,4.245e+04
117.5,1.970e+04,2.837e+03,2.562e+04,4.816e+04
119.0,2.084e+04,2.745e+03,2.774e+04,5.132e+04
120.5,2.339e+04,2.581e+03,3.122e+04,5.718e+04
122.1,2.444e+04,2.564e+03,4.199e+04,6.900e+04
123.6,1.730e+04,4.006e+03,4.710e+04,6.840e+04
125.1,1.325e+04,6.899e+03,5.534e+04,7.549e+04
126.6,1.292e+04,6.340e+03,6.512e+04,8.438e+04
128.2,1.285e+04,7.374e+03,7.665e+04,9.688e+04
129.7,1.291e+04,9.751e+03,9.040e+04,1.131e+05
131.2,1.312e+04,1.315e+04,1.072e+05,1.335e+05
132.7,9.121e+03,8.676e+03,7.674e+04,9.454e+04
134.3,1.751e+03,2.209e+03,1.333e+04,1.729e+04
135.8,7.940e+02,1.737e+03,5.880e+03,8.411e+03
137.3,8.597e+02,1.954e+03,7.185e+03,9.998e+03
138.8,9.693e+02,2.166e+03,8.742e+03,1.188e+04
140.4,1.052e+03,2.252e+03,1.050e+04,1.380e+04
141.9,1.148e+03,2.500e+03,1.285e+04,1.650e+04
143.4,1.206e+03,2.851e+03,1.486e+04,1.892e+04
144.9,1.142e+03,2.986e+03,1.534e+04,1.947e+04
146.5,1.131e+03,2.983e+03,1.532e+04,1.944e+04
148.0,1.147e+03,2.896e+03,1.524e+04,1.928e+04
149.5,1.051e+03,2.688e+03,1.433e+04,1.807e+04
151.0,1.004e+03,2.725e+03,1.415e+04,1.788e+04
152.6,1.001e+03,2.757e+03,1.424e+04,1.800e+04
154.1,9.407e+02,2.653e+03,1.377e+04,1.737e+04
155.6,8.538e+02,2.546e+03,1.292e+04,1.632e+04
157.2,8.250e+02,2.545e+03,1.281e+04,1.618e+04
158.7,7.973e+02,2.553e+03,1.268e+04,1.603e+04
160.2,8.018e+02,2.481e+03,1.295e+04,1.623e+04
161.7,8.532e+02,2.566e+03,1.465e+04,1.807e+04
163.3,9.726e+02,2.728e+03,1.638e+04,2.008e+04
164.8,1.022e+03,2.625e+03,1.585e+04,1.950e+04
166.3,1.037e+03,2.269e+03,1.392e+04,1.723e+04
167.8,1.152e+03,2.101e+03,1.206e+04,1.531e+04
169.4,1.608e+03,2.687e+03,1.182e+04,1.611e+04
170.9,2.335e+03,3.026e+03,1.168e+04,1.704e+04
172.4,3.251e+03,2.777e+03,1.172e+04,1.775e+04
173.9,3.507e+03,2.194e+03,1.253e+04,1.823e+04
175.5,3.260e+03,1.837e+03,1.276e+04,1.785e+04
177.0,2.671e+03,1.491e+03,9.966e+03,1.413e+04
178.5,2.016e+03,1.074e+03,6.328e+03,9.419e+03
180.0,1.698e+03,7.837e+02,3.509e+03,5.991e+03
181.6,1.634e+03,7.732e+02,2.071e+03,4.478e+03
183.1,1.853e+03,8.443e+02,1.724e+03,4.421e+03
184.6,2.099e+03,9.468e+02,1.663e+03,4.709e+03
186.1,2.385e+03,1.182e+03,1.930e+03,5.497e+03
187.7,2.713e+03,1.374e+03,2.400e+03,6.487e+03
189.2,2.976e+03,1.548e+03,2.667e+03,7.190e+03
190.7,3.477e+03,2.007e+03,2.978e+03,8.462e+03
192.2,4.043e+03,2.532e+03,3.699e+03,1.027e+04
193.8,4.848e+03,3.093e+03,4.905e+03,1.285e+04
195.3,5.406e+03,3.383e+03,6.619e+03,1.541e+04
196.8,5.869e+03,3.512e+03,8.657e+03,1.804e+04
198.3,6.641e+03,4.355e+03,1.049e+04,2.148e+04
199.9,6.672e+03,4.546e+03,1.118e+04,2.240e+04
