freq,psd_x,psd_y,psd_z,psd_xyz
112.9,4.550e+03,5.896e+04,1.420e+02,6.366e+04
114.4,2.599e+03,7.310e+04,2.016e+02,7.590e+04
116.0,1.204e+03,9.270e+04,2.875e+02,9.419e+04
117.5,4.442e+02,1.050e+05,3.220e+02,1.057e+05
119.0,1.171e+03,1.143e+05,3.752e+02,1.159e+05
120.5,4.528e+03,1.145e+05,4.823e+02,1.195e+05
122.1,6.735e+03,1.022e+05,8.310e+02,1.098e+05
123.6,6.327e+03,8.984e+04,1.012e+03,9.718e+04
125.1,7.130e+03,6.833e+04,6.945e+02,7.615e+04
126.6,6.284e+03,7.332e+04,4.070e+02,8.001e+04
128.2,4.387e+03,8.584e+04,2.191e+02,9.045e+04
129.7,2.954e+03,8.348e+04,1.945e+02,8.663e+04
131.2,2.460e+03,6.651e+04,4.078e+02,6.938e+04
132.7,1.591e+03,4.416e+04,3.530e+02,4.610e+04
134.3,2.295e+02,6.552e+03,1.713e+02,6.953e+03
135.8,4.453e+01,1.024e+03,1.514e+02,1.220e+03
137.3,5.245e+01,9.771e+02,1.449e+02,1.174e+03
138.8,5.643e+01,8.527e+02,1.447e+02,1.054e+03
140.4,5.211e+01,8.403e+02,1.546e+02,1.047e+03
141.9,5.599e+01,8.903e+02,1.885e+02,1.135e+03
143.4,5.453e+01,9.366e+02,2.059e+02,1.197e+03
144.9,4.892e+01,9.579e+02,2.385e+02,1.245e+03
146.5,4.730e+01,9.765e+02,2.484e+02,1.272e+03
148.0,5.615e+01,1.026e+03,2.744e+02,1.357e+03
149.5,5.730e+01,9.272e+02,2.490e+02,1.234e+03
151.0,5.222e+01,9.181e+02,2.485e+02,1.219e+03
152.6,5.641e+01,9.272e+02,2.326e+02,1.216e+03
154.1,6.001e+01,9.183e+02,2.118e+02,1.190e+03
155.6,6.775e+01,8.726e+02,1.981e+02,1.138e+03
157.1,8.716e+01,8.498e+02,2.377e+02,1.175e+03
158.7,8.102e+01,8.477e+02,2.854e+02,1.214e+03
160.2,1.195e+02,8.334e+02,4.696e+02,1.422e+03
161.7,1.854e+02,8.689e+02,5.915e+02,1.646e+03
163.3,1.734e+02,9.674e+02,5.846e+02,1.725e+03
164.8,1.677e+02,9.830e+02,5.508e+02,1.702e+03
166.3,2.121e+02,9.727e+02,7.620e+02,1.947e+03
167.8,2.919e+02,1.050e+03,1.286e+03,2.628e+03
169.4,3.396e+02,1.103e+03,1.607e+03,3.050e+03
170.9,3.321e+02,1.139e+03,1.601e+03,3.071e+03
172.4,3.435e+02,1.178e+03,1.562e+03,3.084e+03
173.9,3.415e+02,1.265e+03,1.539e+03,3.146e+03
175.5,3.202e+02,1.391e+03,1.534e+03,3.246e+03
177.0,2.987e+02,1.437e+03,1.331e+03,3.067e+03
178.5,2.686e+02,1.442e+03,1.048e+03,2.758e+03
180.0,2.462e+02,1.500e+03,7.686e+02,2.515e+03
181.6,2.282e+02,1.500e+03,5.793e+02,2.307e+03
183.1,2.190e+02,1.370e+03,4.310e+02,2.020e+03
184.6,2.101e+02,1.285e+03,2.806e+02,1.775e+03
186.1,2.324e+02,1.283e+03,2.810e+02,1.796e+03
187.7,2.495e+02,1.306e+03,2.750e+02,1.831e+03
189.2,2.488e+02,1.429e+03,2.142e+02,1.892e+03
190.7,2.483e+02,1.622e+03,1.655e+02,2.036e+03
192.2,2.573e+02,1.841e+03,1.319e+02,2.230e+03
193.8,2.568e+02,1.939e+03,1.778e+02,2.374e+03
195.3,2.163e+02,1.544e+03,2.473e+02,2.008e+03
196.8,2.265e+02,1.293e+03,2.812e+02,1.800e+03
198.3,3.171e+02,1.573e+03,2.554e+02,2.145e+03
199.9,3.928e+02,1.790e+03,2.140e+02,2.397e+03
