freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.175e+01,1.492e+01,1.080e+03,1.106e+03
1.6,5.105e+01,4.954e+01,6.570e+02,7.576e+02
3.2,5.951e+01,5.887e+01,7.952e+01,1.979e+02
4.8,4.904e+01,4.982e+01,5.128e+02,6.117e+02
6.4,4.873e+01,4.829e+01,1.493e+03,1.590e+03
8.0,6.559e+01,5.766e+01,2.046e+03,2.169e+03
9.6,5.053e+01,4.576e+01,2.834e+03,2.930e+03
11.2,5.087e+01,4.574e+01,3.960e+03,4.056e+03
12.8,5.617e+01,5.153e+01,5.265e+03,5.373e+03
14.4,6.678e+01,6.344e+01,6.667e+03,6.797e+03
16.1,6.922e+01,5.478e+01,8.302e+03,8.426e+03
17.7,6.481e+01,6.279e+01,1.048e+04,1.061e+04
19.3,5.121e+01,5.833e+01,1.311e+04,1.322e+04
20.9,5.494e+01,5.123e+01,1.626e+04,1.637e+04
22.5,6.704e+01,5.454e+01,1.957e+04,1.969e+04
24.1,8.440e+01,6.201e+01,2.308e+04,2.322e+04
25.7,7.801e+01,6.021e+01,2.614e+04,2.628e+04
27.3,7.318e+01,5.513e+01,3.041e+04,3.054e+04
28.9,9.241e+01,4.425e+01,3.637e+04,3.651e+04
30.5,1.036e+02,5.219e+01,4.307e+04,4.322e+04
32.1,1.021e+02,5.629e+01,5.031e+04,5.047e+04
33.7,1.104e+02,5.943e+01,5.885e+04,5.902e+04
35.3,1.278e+02,6.260e+01,6.894e+04,6.913e+04
36.9,1.368e+02,5.838e+01,8.141e+04,8.161e+04
38.5,1.564e+02,6.511e+01,9.642e+04,9.664e+04
40.1,1.843e+02,6.959e+01,1.139e+05,1.141e+05
41.7,2.377e+02,7.159e+01,1.386e+05,1.389e+05
43.3,3.189e+02,6.690e+01,1.654e+05,1.658e+05
45.0,4.233e+02,1.046e+02,1.991e+05,1.996e+05
46.6,6.060e+02,1.815e+02,2.498e+05,2.506e+05
48.2,8.448e+02,2.547e+02,3.151e+05,3.162e+05
49.8,1.225e+03,5.526e+02,3.963e+05,3.981e+05
51.4,1.811e+03,1.800e+03,5.279e+05,5.315e+05
53.0,2.828e+03,4.304e+03,7.550e+05,7.622e+05
54.6,4.616e+03,6.560e+03,1.130e+06,1.141e+06
56.2,6.803e+03,5.470e+03,1.769e+06,1.782e+06
57.8,7.863e+03,5.090e+03,3.186e+06,3.199e+06
59.4,7.882e+03,9.244e+03,6.151e+06,6.168e+06
61.0,4.756e+03,1.208e+04,7.381e+06,7.398e+06
62.6,1.325e+03,1.103e+04,5.978e+06,5.991e+06
64.2,1.329e+03,9.679e+03,4.325e+06,4.336e+06
65.8,2.521e+03,7.741e+03,3.135e+06,3.146e+06
67.4,2.985e+03,5.120e+03,2.185e+06,2.193e+06
69.0,2.843e+03,2.410e+03,1.545e+06,1.550e+06
70.6,3.431e+03,9.607e+02,1.171e+06,1.175e+06
72.2,6.759e+03,9.589e+02,8.848e+05,8.925e+05
73.9,1.363e+04,3.013e+03,6.589e+05,6.755e+05
75.5,1.999e+04,6.573e+03,5.032e+05,5.297e+05
77.1,2.685e+04,1.303e+04,3.905e+05,4.304e+05
78.7,2.985e+04,1.998e+04,3.038e+05,3.537e+05
80.3,2.770e+04,2.384e+04,2.292e+05,2.807e+05
81.9,2.093e+04,2.205e+04,1.637e+05,2.067e+05
83.5,1.572e+04,1.918e+04,1.125e+05,1.474e+05
85.1,1.238e+04,1.579e+04,8.498e+04,1.132e+05
